Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
21-TM4:bin_000078	94.5	4.38	Gradient Boost (General Model)	11	0.879	16184	285.3900293255132	1325560	0.35	1364	None
21-TM4:bin_000128	58.9	4.22	Gradient Boost (General Model)	11	0.908	10413	291.8988941548183	1219710	0.26	1266	None
21-TM4:bin_000135	68.27	0.26	Gradient Boost (General Model)	11	0.89	3106	257.84957627118644	1227629	0.29	1416	None
21:bin_000025	93.77	2.43	Neural Network (Specific Model)	11	0.87	18982	297.0294850498339	2463185	0.45	2408	None
21:bin_000053	90.0	0.81	Gradient Boost (General Model)	11	0.896	37929	310.65462339252906	1693794	0.39	1633	None
21:bin_000076	99.13	5.98	Gradient Boost (General Model)	11	0.892	17610	313.0719242902208	3333058	0.49	3170	None
21:bin_000089	91.27	2.56	Gradient Boost (General Model)	11	0.888	12222	296.80088635644194	3161629	0.6	3159	None
21:bin_000152	79.13	1.94	Gradient Boost (General Model)	11	0.894	8389	300.11650485436894	1864496	0.54	1854	None
21:bin_000153	89.83	2.11	Neural Network (Specific Model)	11	0.904	13952	304.8940303779583	2858731	0.45	2831	None
21:bin_000156	74.63	0.83	Neural Network (Specific Model)	11	0.907	3886	275.4974117647059	1932842	0.41	2125	None
21:bin_000238	57.21	1.34	Neural Network (Specific Model)	11	0.896	2703	242.1398258977149	1486400	0.55	1838	None
21:bin_000242	51.01	0.77	Gradient Boost (General Model)	11	0.878	3495	281.81702127659577	1129041	0.58	1175	None
D300693:bin_000001	99.96	0.52	Neural Network (Specific Model)	11	0.882	35800	286.2834413671184	1650158	0.4	1697	None
D300693:bin_000027	91.1	3.87	Gradient Boost (General Model)	11	0.858	27078	285.1235897435897	1939597	0.27	1950	None
D300694:bin_000005	95.69	0.46	Gradient Boost (General Model)	11	0.895	85777	314.9393393393393	1751841	0.39	1665	None
D300694:bin_000017	99.1	3.84	Neural Network (Specific Model)	11	0.893	44645	325.99821905609974	3683250	0.48	3369	None
D300694:bin_000023	77.08	1.97	Gradient Boost (General Model)	11	0.895	5502	284.87328901055923	2435094	0.5	2557	None
D300695:bin_000008	98.22	0.86	Gradient Boost (General Model)	11	0.87	31794	301.8457574716592	3026148	0.37	2911	None
D300695:bin_000010	99.95	2.57	Neural Network (Specific Model)	11	0.896	48592	321.67864328830126	3740024	0.47	3479	None
D300695:bin_000016	88.76	6.86	Neural Network (Specific Model)	11	0.899	31420	315.2122419413256	2898954	0.6	2761	None
D300695:bin_000019	86.34	3.03	Neural Network (Specific Model)	11	0.879	36718	321.75648178536267	3338532	0.52	3047	None
D300695:bin_000032	70.27	13.32	Gradient Boost (General Model)	11	0.868	8678	268.8919591735126	3721015	0.59	4017	None
D300695:bin_000035	49.83	1.71	Neural Network (Specific Model)	11	0.911	4043	270.56828885400313	1699187	0.54	1911	None
D300696:bin_000021	98.22	0.59	Gradient Boost (General Model)	11	0.849	45230	307.18659295093295	1567629	0.34	1447	None
D300696:bin_000029	73.67	3.04	Gradient Boost (General Model)	11	0.859	3959	266.9443938012762	2041523	0.63	2194	None
D300700:bin_000004	93.56	0.0	Gradient Boost (General Model)	11	0.887	383322	347.8384089496582	1890949	0.47	1609	None
D300705:bin_000006	99.99	12.63	Neural Network (Specific Model)	11	0.912	294581	362.6607724523034	5123123	0.46	4298	None
D300705:bin_000019	90.52	1.97	Gradient Boost (General Model)	11	0.888	10649	301.07472527472527	2309961	0.55	2275	None
D300705:bin_000020	93.11	4.58	Neural Network (Specific Model)	11	0.881	6684	272.74986010072746	1657458	0.41	1787	None
D300705:bin_000022	90.78	3.95	Gradient Boost (General Model)	11	0.896	8944	305.9683627735302	3876569	0.52	3793	None
D300705:bin_000023	88.74	0.93	Neural Network (Specific Model)	11	0.895	103577	360.91454594160194	4508637	0.43	3733	None
D300705:bin_000027	79.69	4.36	Gradient Boost (General Model)	11	0.867	9214	299.44271844660193	1597567	0.56	1545	None
D300705:bin_000029	73.81	4.69	Gradient Boost (General Model)	11	0.87	3805	284.6776917663617	1392202	0.51	1421	None
D300706:bin_000005	99.37	0.34	Neural Network (Specific Model)	11	0.852	47030	310.54160419790105	2905306	0.59	2668	None
D300708:bin_000008	97.73	1.19	Gradient Boost (General Model)	11	0.877	114134	306.1201413427562	2958079	0.54	2830	None
D300708:bin_000038	87.43	26.39	Gradient Boost (General Model)	11	0.896	19678	304.74323682961557	4294080	0.54	4214	None
D300709:bin_000016	99.96	3.47	Neural Network (Specific Model)	11	0.902	147878	372.38937409024743	5098144	0.41	4122	None
D300709:bin_000027	88.87	0.03	Neural Network (Specific Model)	11	0.896	30980	328.0206022187005	2765635	0.51	2524	None
D300709:bin_000032	93.07	0.95	Gradient Boost (General Model)	11	0.868	40210	338.01217038539556	1151111	0.31	986	None
D300709:bin_000034	71.33	1.91	Gradient Boost (General Model)	11	0.9	4868	276.56391702846116	1906545	0.53	2073	None
D300710:bin_000005	99.95	4.54	Neural Network (Specific Model)	11	0.913	268225	370.43506146445753	4550242	0.46	3742	None
D300710:bin_000016	94.47	0.65	Gradient Boost (General Model)	11	0.885	10178	287.4238114587566	2394043	0.6	2461	None
D300710:bin_000037	70.08	28.61	Gradient Boost (General Model)	11	0.903	4658	296.97650020981956	2347599	0.57	2383	None
D300713:bin_000011	94.76	1.21	Gradient Boost (General Model)	11	0.891	34648	299.92663476874003	1895874	0.44	1881	None
D300713:bin_000018	87.6	23.13	Gradient Boost (General Model)	11	0.893	7485	271.7426337103756	6521168	0.45	7161	None
D300714:bin_000003	97.48	0.22	Gradient Boost (General Model)	11	0.886	106052	299.7618865030675	2642277	0.34	2608	None
D300714:bin_000016	95.22	1.05	Gradient Boost (General Model)	11	0.881	10634	296.3012516184722	2333356	0.6	2317	None
D300714:bin_000025	85.61	3.72	Gradient Boost (General Model)	11	0.903	8245	286.4404722859954	2897150	0.55	3049	None
D300714:bin_000034	80.65	7.52	Neural Network (Specific Model)	11	0.905	11069	296.9199491740788	2320820	0.62	2361	None
D300718:bin_000006	87.62	2.87	Gradient Boost (General Model)	11	0.895	9639	317.0260416666667	2035941	0.56	1920	None
D300719:bin_000008	95.62	3.43	Gradient Boost (General Model)	11	0.923	95985	301.28140293637847	1197735	0.27	1226	None
D300721:bin_000002	100.0	4.06	Neural Network (Specific Model)	11	0.879	16544	295.1707317073171	4782383	0.5	4756	None
D300723:bin_000013	90.74	3.33	Gradient Boost (General Model)	11	0.852	5562	281.8938795656466	2007542	0.61	2026	None
D300725:bin_000002	99.91	1.02	Neural Network (Specific Model)	11	0.913	262786	373.47581104154807	4307908	0.47	3514	None
D300725:bin_000006	85.91	1.32	Gradient Boost (General Model)	11	0.851	5391	275.0735225686366	2075316	0.59	2149	None
D300726:bin_000009	97.58	2.75	Gradient Boost (General Model)	11	0.893	16648	277.2449739389427	2496422	0.31	2686	None
D300729:bin_000019	76.7	23.54	Gradient Boost (General Model)	11	0.879	2421	221.68270008084073	5597877	0.43	7422	None
D300730:bin_000023	96.88	2.92	Gradient Boost (General Model)	11	0.885	86723	322.17959617428266	1025538	0.34	941	None
D300730:bin_000031	76.68	2.82	Gradient Boost (General Model)	11	0.911	3563	286.16831683168317	855169	0.33	909	None
D300733:bin_000005	100.0	1.04	Neural Network (Specific Model)	11	0.874	56739	324.00708024275116	3294008	0.36	2966	None
D300733:bin_000026	89.5	3.48	Gradient Boost (General Model)	11	0.894	9475	293.1036288814067	2624701	0.51	2673	None
D300733:bin_000034	88.86	2.98	Gradient Boost (General Model)	11	0.873	9558	275.64833574529666	1961044	0.6	2073	None
D300733:bin_000040	68.33	4.54	Gradient Boost (General Model)	11	0.894	4195	278.79724080267556	2232751	0.5	2392	None
D300738:bin_000001	100.0	0.2	Neural Network (Specific Model)	11	0.878	180638	313.94522727272727	4711223	0.51	4400	None
D300747:bin_000010	99.98	1.12	Neural Network (Specific Model)	11	0.896	42902	312.4229260935143	3460369	0.45	3315	None
D300747:bin_000018	83.61	7.33	Neural Network (Specific Model)	11	0.869	5059	257.9177826222361	2852511	0.62	3211	None
D300747:bin_000025	61.12	0.58	Gradient Boost (General Model)	11	0.881	2809	254.45797101449276	1492255	0.37	1725	None
D300747:bin_000031	54.92	1.91	Gradient Boost (General Model)	11	0.919	3400	238.77352637021716	751624	0.29	967	None
D300747:bin_000032	68.28	1.88	Gradient Boost (General Model)	11	0.911	5101	258.0693069306931	1199452	0.27	1414	None
D300750:bin_000011	85.44	2.76	Gradient Boost (General Model)	11	0.904	5233	286.3608815426997	1376901	0.49	1452	None
D300751:bin_000003	91.57	0.13	Neural Network (Specific Model)	11	0.886	73987	327.13376413570273	3423659	0.48	3095	None
D300751:bin_000031	76.5	3.86	Gradient Boost (General Model)	11	0.898	18721	296.42324561403507	901194	0.28	912	None
D300751:bin_000035	94.63	16.67	Gradient Boost (General Model)	11	0.883	8446	259.6374045801527	2535889	0.28	2882	None
D300752:bin_000012	97.41	3.11	Gradient Boost (General Model)	11	0.847	10211	283.12001329787233	3012058	0.63	3008	None
D300752:bin_000047	58.62	5.02	Neural Network (Specific Model)	11	0.894	5167	306.054871965414	3082833	0.43	3007	None
D300754:bin_000005	94.63	1.21	Gradient Boost (General Model)	11	0.888	11487	298.744966442953	1951359	0.56	1937	None
D300755:bin_000006	93.48	1.37	Neural Network (Specific Model)	11	0.871	10649	281.8474271320619	2694325	0.45	2779	None
D300755:bin_000016	96.76	2.11	Neural Network (Specific Model)	11	0.903	39280	369.7611788617886	6034601	0.41	4920	None
D300756:bin_000004	99.98	0.41	Neural Network (Specific Model)	11	0.911	262672	362.51645504016585	4599932	0.47	3859	None
D300757:bin_000006	99.99	8.43	Neural Network (Specific Model)	11	0.91	291666	357.34822478250646	5005206	0.46	4253	None
D300757:bin_000024	77.01	1.09	Gradient Boost (General Model)	11	0.902	4724	302.30254545454545	1380287	0.53	1375	None
D300758:bin_000005	99.0	0.08	Neural Network (Specific Model)	11	0.85	30365	310.79142300194934	2802708	0.59	2565	None
D300759:bin_000004	99.89	0.2	Neural Network (Specific Model)	11	0.914	419554	375.4891495601173	4199060	0.47	3410	None
D300760:bin_000001	99.74	2.19	Neural Network (Specific Model)	11	0.912	437233	308.86147186147184	2341859	0.37	2310	None
D300760:bin_000003	99.91	0.77	Neural Network (Specific Model)	11	0.928	185386	325.88188134687334	1967185	0.35	1871	None
D300760:bin_000010	95.01	0.22	Gradient Boost (General Model)	11	0.838	22905	318.84063260340633	1873321	0.58	1644	None
D300760:bin_000020	82.33	6.99	Gradient Boost (General Model)	11	0.862	7356	292.44381223328594	2144439	0.63	2109	None
D300761:bin_000002	100.0	0.01	Gradient Boost (General Model)	11	0.754	100129	283.0373073803731	2771907	0.35	2466	None
D300761:bin_000011	90.61	0.16	Gradient Boost (General Model)	11	0.882	11379	325.72797161442935	1870068	0.51	1691	None
D300761:bin_000022	95.85	2.88	Neural Network (Specific Model)	11	0.896	61417	324.1574701516618	3355878	0.44	3099	None
D300761:bin_000034	95.12	29.99	Neural Network (Specific Model)	11	0.897	23944	319.88832035595107	4798099	0.44	4495	None
D300762:bin_000016	90.79	4.29	Gradient Boost (General Model)	11	0.889	21700	315.0868902439024	1392109	0.32	1312	None
D300763:bin_000004	100.0	0.86	Neural Network (Specific Model)	11	0.873	59533	325.75876288659794	3254348	0.36	2910	None
D300764:bin_000025	58.35	2.45	Neural Network (Specific Model)	11	0.885	4176	266.3661858974359	2248446	0.49	2496	None
D300765:bin_000006	94.18	0.09	Neural Network (Specific Model)	11	0.85	29539	308.94115369725125	2807854	0.59	2583	None
D300765:bin_000010	91.07	2.06	Gradient Boost (General Model)	11	0.894	9227	298.96088697259006	3248867	0.5	3247	None
D300765:bin_000016	83.98	0.66	Gradient Boost (General Model)	11	0.855	5502	307.47991689750694	1556095	0.52	1444	None
D300766:bin_000027	84.06	10.07	Neural Network (Specific Model)	11	0.895	8656	300.01510361784335	2857937	0.51	2847	None
D300766:bin_000028	73.0	2.25	Gradient Boost (General Model)	11	0.865	3535	242.48521505376345	1873398	0.6	2232	None
TM1:bin_000022	92.36	0.0	Gradient Boost (General Model)	11	0.841	19086	321.6451406649616	1792102	0.51	1564	None
TM1:bin_000066	97.05	1.2	Gradient Boost (General Model)	11	0.86	25773	316.9563606422396	2679538	0.55	2429	None
TM1:bin_000069	100.0	5.89	Gradient Boost (General Model)	11	0.887	28850	293.56628591208033	2864104	0.29	2889	None
TM1:bin_000091	90.96	5.8	Gradient Boost (General Model)	11	0.882	21688	308.68577494692147	2963402	0.28	2826	None
TM1:bin_000122	97.41	2.65	Gradient Boost (General Model)	11	0.88	16240	295.07993730407526	1281482	0.35	1276	None
TM1:bin_000130	93.22	7.91	Gradient Boost (General Model)	11	0.865	10969	272.3831168831169	3629405	0.56	3850	None
TM1:bin_000176	80.41	1.66	Gradient Boost (General Model)	11	0.872	20310	274.13952059004305	1531563	0.28	1627	None
TM1:bin_000177	86.56	3.15	Gradient Boost (General Model)	11	0.831	15012	278.97043701799487	1564182	0.27	1556	None
TM1:bin_000221	81.35	29.87	Gradient Boost (General Model)	11	0.84	3179	232.83800885889053	3937319	0.61	4741	None
TM1:bin_000236	67.75	1.93	Gradient Boost (General Model)	11	0.889	5883	264.1148531951641	2060117	0.59	2316	None
TM1:bin_000240	53.36	0.53	Gradient Boost (General Model)	11	0.85	3680	290.63081130355516	1123129	0.64	1097	None
TM2:bin_000033	96.91	3.26	Gradient Boost (General Model)	11	0.888	73354	302.2249774571686	2258913	0.43	2218	None
TM2:bin_000060	95.89	0.52	Gradient Boost (General Model)	11	0.897	12315	301.39063829787233	2363098	0.53	2350	None
TM2:bin_000077	88.33	1.84	Gradient Boost (General Model)	11	0.899	17473	309.1629094002552	2422409	0.62	2351	None
TM2:bin_000078	89.31	0.28	Gradient Boost (General Model)	11	0.877	11768	310.3439947780679	1623318	0.57	1532	None
TM2:bin_000091	99.06	14.59	Neural Network (Specific Model)	11	0.876	6858	265.7282154688175	6307642	0.5	6943	None
TM2:bin_000096	89.41	1.04	Gradient Boost (General Model)	11	0.907	21629	309.4732554020546	2885468	0.55	2823	None
TM2:bin_000109	98.48	0.42	Gradient Boost (General Model)	11	0.894	137092	330.14171656686625	1108432	0.37	1002	None
TM2:bin_000177	87.54	4.87	Gradient Boost (General Model)	11	0.829	15091	274.88065326633165	1580717	0.27	1592	None
TM2:bin_000187	79.87	5.67	Neural Network (Specific Model)	11	0.835	5169	285.44579533941237	3027276	0.64	2961	None
TM2:bin_000212	78.17	10.45	Gradient Boost (General Model)	11	0.863	7923	268.31417830290013	1733572	0.28	1862	None
TM2:bin_000213	75.99	0.41	Gradient Boost (General Model)	11	0.856	3930	279.45839017735335	1433072	0.52	1466	None
TM2:bin_000224	79.46	1.48	Neural Network (Specific Model)	11	0.87	8403	291.20236178207193	1867309	0.65	1863	None
TM2:bin_000225	90.97	22.88	Gradient Boost (General Model)	11	0.859	7174	262.12123272150467	4031280	0.59	4413	None
TM3:bin_000029	99.46	1.7	Gradient Boost (General Model)	11	0.902	148409	307.95433789954336	1568999	0.26	1533	None
TM3:bin_000033	98.65	0.91	Gradient Boost (General Model)	11	0.892	35907	286.40103159252095	1489776	0.32	1551	None
TM3:bin_000041	93.19	2.39	Gradient Boost (General Model)	11	0.885	80480	355.4299401197605	2009903	0.5	1670	None
TM3:bin_000067	92.99	1.39	Neural Network (Specific Model)	11	0.889	17486	303.461316211878	3183368	0.51	3115	None
TM3:bin_000078	95.66	8.03	Gradient Boost (General Model)	11	0.87	12469	257.79106776180697	1728497	0.27	1948	None
TM3:bin_000083	86.2	5.11	Gradient Boost (General Model)	11	0.883	10541	268.03130193905815	3280798	0.58	3610	None
TM3:bin_000097	80.21	2.42	Gradient Boost (General Model)	11	0.85	5561	294.2462745098039	1323127	0.59	1275	None
TM3:bin_000099	93.71	4.34	Neural Network (Specific Model)	11	0.884	28466	305.3654883163571	3451685	0.45	3338	None
TM3:bin_000145	78.55	23.63	Gradient Boost (General Model)	11	0.884	2767	237.57820738137082	5489280	0.45	6828	None
TM4:bin_000071	93.08	0.82	Gradient Boost (General Model)	11	0.901	27148	330.64548919949175	1730572	0.54	1574	None
TM4:bin_000113	86.87	1.26	Gradient Boost (General Model)	11	0.841	9798	308.8750788643533	1743163	0.51	1585	None
TM4:bin_000128	88.1	0.16	Neural Network (Specific Model)	11	0.904	22252	317.76073211314474	3163466	0.44	3005	None
TM4:bin_000273	85.26	5.06	Neural Network (Specific Model)	11	0.906	139511	389.6970926301555	5719490	0.43	4437	None
TM4:bin_000294	74.16	3.53	Gradient Boost (General Model)	11	0.881	9694	287.2857142857143	1209237	0.3	1239	None
TM4:bin_000326	74.41	0.37	Gradient Boost (General Model)	11	0.912	3292	272.4434343434343	1770055	0.41	1980	None
TM4:bin_000329	64.76	3.39	Gradient Boost (General Model)	11	0.875	6173	266.5765529308836	1043435	0.27	1143	None
TM4:bin_000338	71.31	1.68	Neural Network (Specific Model)	11	0.891	9754	282.7459252157239	2971655	0.46	3129	None
TM4:bin_000342	73.06	27.43	Gradient Boost (General Model)	11	0.844	2916	242.60789844851905	2441535	0.26	2836	None
TM4:bin_000346	51.27	2.01	Neural Network (Specific Model)	11	0.918	3293	262.3770308123249	1528330	0.44	1785	None
TM4:bin_000347	57.73	4.36	Gradient Boost (General Model)	11	0.904	6596	270.34130781499204	1121763	0.27	1254	None
00-TM1:bin_000009	99.99	4.74	Neural Network (Specific Model)	11	0.89	63543	319.477010017981	4181064	0.47	3893	None
00-TM1:bin_000014	99.73	0.55	Gradient Boost (General Model)	11	0.908	38597	330.74418604651163	2627357	0.53	2408	None
00-TM1:bin_000055	97.94	4.34	Neural Network (Specific Model)	11	0.892	34191	308.3394018205462	3183827	0.47	3076	None
00-TM1:bin_000074	90.34	0.77	Gradient Boost (General Model)	11	0.884	26232	280.20099564405723	1524944	0.28	1607	None
00-TM1:bin_000083	95.13	5.3	Gradient Boost (General Model)	11	0.906	41120	328.2088809946714	3054984	0.55	2815	None
00-TM1:bin_000107	90.15	8.96	Gradient Boost (General Model)	11	0.893	4523	287.2429990966576	1066618	0.3	1107	None
00-TM1:bin_000131	60.79	1.39	Gradient Boost (General Model)	11	0.875	3346	249.4674593241552	1364869	0.61	1598	None
00-TM2:bin_000035	94.41	3.75	Gradient Boost (General Model)	11	0.877	71130	304.9625044216484	2942935	0.54	2827	None
00-TM2:bin_000055	93.76	4.58	Gradient Boost (General Model)	11	0.928	124821	292.4893875075804	1555699	0.29	1649	None
00-TM2:bin_000080	98.23	0.84	Neural Network (Specific Model)	11	0.888	21060	309.86685452624164	2965881	0.51	2839	None
00-TM2:bin_000112	73.14	4.5	Gradient Boost (General Model)	11	0.877	5335	279.0792236716513	2995883	0.56	3143	None
00-TM2:bin_000114	70.68	6.81	Gradient Boost (General Model)	11	0.869	13491	272.5471810089021	1582417	0.28	1685	None
00-TM2:bin_000119	83.83	2.41	Gradient Boost (General Model)	11	0.898	4917	259.6479166666667	1245841	0.33	1440	None
00-TM2:bin_000120	65.7	0.23	Gradient Boost (General Model)	11	0.899	3637	270.0413582934262	2065628	0.5	2297	None
00-TM3:bin_000008	97.44	2.17	Gradient Boost (General Model)	11	0.89	63352	339.8106947697112	2927226	0.49	2562	None
00-TM3:bin_000021	90.77	0.96	Gradient Boost (General Model)	11	0.891	33351	302.96854304635764	1843715	0.44	1812	None
00-TM3:bin_000039	90.7	1.17	Gradient Boost (General Model)	11	0.909	10754	298.0156939676312	2001371	0.46	2039	None
00-TM3:bin_000042	99.34	6.36	Neural Network (Specific Model)	11	0.89	47613	318.31717289719626	3664537	0.48	3424	None
00-TM3:bin_000046	97.86	0.88	Gradient Boost (General Model)	11	0.841	66351	314.8048399687744	1435709	0.35	1281	None
00-TM3:bin_000113	66.37	4.98	Gradient Boost (General Model)	11	0.888	4135	252.41264327891628	2451148	0.6	2879	None
00-TM3:bin_000117	71.21	3.13	Gradient Boost (General Model)	11	0.883	3613	263.5904328018223	1962360	0.58	2195	None
00-TM4:bin_000004	100.0	0.0	Gradient Boost (General Model)	11	0.749	58117	270.4025974025974	2830501	0.35	2618	None
00-TM4:bin_000008	96.4	0.33	Gradient Boost (General Model)	11	0.858	80093	326.2368421052632	3116375	0.5	2736	None
00-TM4:bin_000033	97.85	0.08	Gradient Boost (General Model)	11	0.866	59882	344.5533199195171	1776811	0.51	1491	None
00-TM4:bin_000037	96.11	3.96	Gradient Boost (General Model)	11	0.872	10596	278.9897707231041	2712947	0.47	2835	None
00-TM4:bin_000058	94.97	4.87	Gradient Boost (General Model)	11	0.879	49332	285.9397435897436	1519506	0.29	1560	None
00-TM4:bin_000064	87.45	2.32	Gradient Boost (General Model)	11	0.852	5388	305.9951856946355	1564534	0.51	1454	None
00-TM4:bin_000091	89.26	3.35	Neural Network (Specific Model)	11	0.906	10968	297.71961152882204	3142061	0.49	3192	None
00-TM4:bin_000097	78.38	2.4	Gradient Boost (General Model)	11	0.853	4333	291.12219959266804	1506846	0.52	1473	None
00-TM4:bin_000112	85.69	18.47	Gradient Boost (General Model)	11	0.888	5419	258.83003380009654	1807248	0.3	2071	None
00-TM4:bin_000128	87.01	14.5	Gradient Boost (General Model)	11	0.894	4608	259.6498831527512	4087810	0.47	4707	None
00-TM4:bin_000131	56.56	0.88	Neural Network (Specific Model)	11	0.895	6876	273.9913839526117	1701996	0.59	1857	None
00-TM4:bin_000135	59.26	1.56	Gradient Boost (General Model)	11	0.867	3906	260.2373635260817	2223459	0.61	2473	None
00:bin_000016	97.3	1.69	Gradient Boost (General Model)	11	0.87	30893	298.7609339033213	3127789	0.37	3041	None
00:bin_000027	97.4	1.35	Gradient Boost (General Model)	11	0.89	99112	310.83361157484694	1877937	0.44	1797	None
00:bin_000032	98.14	0.49	Gradient Boost (General Model)	11	0.882	56088	328.52551477170994	2490047	0.56	2234	None
00:bin_000036	97.91	6.11	Gradient Boost (General Model)	11	0.857	14896	297.0488487865588	3336074	0.63	3214	None
00:bin_000043	88.53	4.18	Gradient Boost (General Model)	11	0.86	11165	315.5598591549296	4058771	0.53	3692	None
00:bin_000073	99.16	3.39	Gradient Boost (General Model)	11	0.907	65625	334.05663567202026	2610736	0.53	2366	None
00:bin_000083	90.44	1.12	Gradient Boost (General Model)	11	0.903	11433	315.8765978367748	2130598	0.54	2034	None
00:bin_000097	99.3	3.98	Gradient Boost (General Model)	11	0.883	31763	282.44940289126333	1524030	0.26	1591	None
00:bin_000152	87.76	2.82	Gradient Boost (General Model)	11	0.881	20567	336.3816355810617	2389538	0.56	2091	None
00:bin_000157	88.32	5.69	Gradient Boost (General Model)	11	0.876	77638	296.02840909090907	1602012	0.28	1584	None
00:bin_000182	91.82	15.21	Gradient Boost (General Model)	11	0.879	9431	288.9232722143865	3490377	0.54	3545	None
00:bin_000188	92.39	5.03	Gradient Boost (General Model)	11	0.904	101107	344.44484412470024	951889	0.37	834	None
00:bin_000191	93.36	9.23	Gradient Boost (General Model)	11	0.905	37288	307.35625	1628028	0.28	1600	None
00:bin_000197	91.72	4.15	Neural Network (Specific Model)	11	0.892	30015	328.2752613240418	3162304	0.5	2870	None
00:bin_000198	85.68	2.58	Neural Network (Specific Model)	11	0.903	12152	292.48953594176527	3197006	0.5	3297	None
00:bin_000200	91.3	3.2	Neural Network (Specific Model)	11	0.876	24084	298.2195664257921	1835767	0.39	1799	None
00:bin_000241	81.35	8.43	Neural Network (Specific Model)	11	0.886	6567	285.4510785824345	2504382	0.64	2596	None
00:bin_000243	93.31	3.87	Gradient Boost (General Model)	11	0.896	8741	274.0917458432304	3084779	0.46	3368	None
00:bin_000306	67.88	1.18	Neural Network (Specific Model)	11	0.895	5597	265.06092001657686	2138415	0.51	2413	None
07-TM1:bin_000006	100.0	1.38	Neural Network (Specific Model)	11	0.881	16711	297.6276194467728	4826334	0.51	4772	None
07-TM1:bin_000018	89.9	9.01	Gradient Boost (General Model)	11	0.908	5031	274.22520661157023	3064141	0.61	3388	None
07-TM2:bin_000007	99.88	3.23	Neural Network (Specific Model)	11	0.88	9026	283.11780879864637	4554304	0.5	4728	None
07-TM4:bin_000039	91.98	1.83	Gradient Boost (General Model)	11	0.895	17458	322.9600917431193	2356929	0.53	2180	None
07-TM4:bin_000058	98.37	0.34	Gradient Boost (General Model)	11	0.887	37039	318.050303555941	1238978	0.34	1153	None
07-TM4:bin_000060	97.01	4.18	Neural Network (Specific Model)	11	0.872	42283	296.28800413650464	1968392	0.38	1934	None
07-TM4:bin_000062	94.43	1.68	Gradient Boost (General Model)	11	0.841	18290	315.20166987797046	1747664	0.59	1557	None
07-TM4:bin_000070	96.61	0.44	Gradient Boost (General Model)	11	0.872	66145	340.88495575221236	1191096	0.31	1017	None
07-TM4:bin_000081	96.94	0.75	Gradient Boost (General Model)	11	0.839	33239	319.51428571428573	1318237	0.35	1155	None
07-TM4:bin_000086	92.76	8.12	Gradient Boost (General Model)	11	0.897	9522	268.2951179374657	1632752	0.3	1823	None
07-TM4:bin_000090	84.08	10.45	Gradient Boost (General Model)	11	0.887	22252	266.2838294993234	2653671	0.28	2956	None
07-TM4:bin_000091	92.74	4.82	Gradient Boost (General Model)	11	0.881	48915	286.81925207756234	1408364	0.29	1444	None
07-TM4:bin_000092	81.58	6.3	Gradient Boost (General Model)	11	0.898	16299	280.3712995484195	1861856	0.27	1993	None
07-TM4:bin_000116	66.27	3.75	Gradient Boost (General Model)	11	0.905	5398	257.08305866842454	1288619	0.29	1517	None
07-TM4:bin_000152	48.04	3.44	Gradient Boost (General Model)	11	0.868	3207	244.3032596041909	1446387	0.5	1718	None
07:bin_000010	99.64	2.75	Gradient Boost (General Model)	11	0.872	37768	306.48960543063214	2480063	0.5	2357	None
07:bin_000020	92.77	0.41	Gradient Boost (General Model)	11	0.846	21333	320.45416666666665	1905738	0.5	1680	None
07:bin_000044	93.46	4.7	Gradient Boost (General Model)	11	0.887	17032	297.49805447470817	3873149	0.5	3855	None
07:bin_000056	97.45	0.0	Gradient Boost (General Model)	11	0.898	56637	331.86543715846994	1619890	0.48	1464	None
07:bin_000078	92.0	1.98	Gradient Boost (General Model)	11	0.888	19460	336.1734135667396	2072233	0.49	1828	None
07:bin_000120	90.76	12.64	Gradient Boost (General Model)	11	0.876	19814	293.732063114022	3374221	0.56	3359	None
07:bin_000126	92.5	2.32	Gradient Boost (General Model)	11	0.905	20916	316.71216717222785	3111206	0.49	2967	None
07:bin_000145	88.59	3.91	Gradient Boost (General Model)	11	0.897	8671	263.5787716955941	1316976	0.33	1498	None
07:bin_000158	75.42	6.2	Neural Network (Specific Model)	11	0.897	3051	246.254230617867	2087197	0.55	2541	None
07:bin_000164	74.34	2.5	Gradient Boost (General Model)	11	0.882	4121	262.0324400564175	1893444	0.36	2127	None
07:bin_000173	74.77	1.11	Gradient Boost (General Model)	11	0.902	9638	297.7523849025301	2382639	0.58	2411	None
07:bin_000185	86.31	8.44	Gradient Boost (General Model)	11	0.894	6708	286.9480140186916	3292104	0.45	3424	None
07:bin_000192	69.52	2.61	Gradient Boost (General Model)	11	0.9	3736	264.4538641686183	1878377	0.55	2135	None
07:bin_000195	89.97	49.49	Gradient Boost (General Model)	11	0.867	3648	253.22634870992962	4475390	0.62	5116	None
14-TM1:bin_000003	97.36	2.02	Gradient Boost (General Model)	11	0.877	57813	303.5252491694352	3120769	0.54	3010	None
14-TM1:bin_000014	94.49	0.55	Gradient Boost (General Model)	11	0.906	35140	338.8523659305994	1776417	0.56	1585	None
14-TM1:bin_000015	93.14	0.06	Gradient Boost (General Model)	11	0.877	16155	322.5074805505685	1840996	0.55	1671	None
